Order Month,Profit Margin,Actual Sales,Predicted Sales
3,0.1125,157.92,220.01805262022523
3,0.075,203.184,219.40019428399134
5,0.45,58.38,227.85411402530985
5,0.46,105.52,228.01887624830556
5,0.26,80.88,224.72363178839137
5,0.27,6.63,224.8883940113871
3,0.1125,457.568,220.01805262022523
11,0.47,14.62,235.00964760823956
11,0.25,944.93,231.38487870233396
5,0.4499999999999999,5.98,227.85411402530985
12,0.0249999999999999,54.384,228.81539687442023
11,0.47,28.4,235.00964760823956
11,0.35,27.68,233.03250093229104
9,0.275,9.936,229.5214478808438
9,-0.1666666666666666,8159.952,222.24444969853332
9,-0.2125,275.928,221.48928950980297
9,-0.0142857142857142,1740.06,224.75511214418222
9,0.2125,32.064,228.4916839871206
9,-2.5500000000000003,177.98,182.97611988455597
9,0.0625,143.976,226.02025064218498
8,0.4699999999999999,20.94,231.5966430397704
8,0.48,110.96,231.76140526276612
8,0.0625,340.144,224.88258245269526
9,-2.5,52.448,183.79993099953452
9,0.3249999999999999,20.16,230.34525899582235
4,-2.5,97.264,178.11159005208594
11,-0.0285714285714285,396.802,226.79507391888205
11,-0.2375,15.88,223.35272033129314
12,0.43,3.28,235.48826690574643
12,0.075,24.816,229.63920798939876
12,0.1874999999999999,408.744,231.4927829981005
11,0.26,503.96,231.54964092532967
11,0.28,149.95,231.87916537132108
11,0.25,29.0,231.38487870233396
11,0.48,7.16,235.17440983123527
8,0.13,176.8,225.9947274579163
7,0.1,37.224,224.36277259943947
7,0.3125,20.016,227.86396983809828
10,0.125,899.136,228.18768272539788
10,0.2799999999999999,71.76,230.74149718183136
10,0.4799999999999999,51.84,234.03674164174555
10,0.075,626.352,227.36387161041932
10,0.33,19.9,231.56530829680992
10,0.47,14.28,233.87197941874985
3,0.1624999999999999,7.408,220.8418637352038
3,0.2624999999999999,6.048,222.4894859651609
11,0.26,46.26,231.54964092532967
7,-0.7666666666666666,2.946,210.08337993981135
7,0.3624999999999999,16.056,228.68778095307684
6,0.3125,21.744,226.72630164860857
8,-0.74,218.75,211.66041405728961
8,0.1124999999999999,2.6,225.7063935676738
12,-2.7,66.284,183.91769110808949
6,0.275,35.168,226.10844331237467
12,0.1,444.768,230.05111354688805
12,0.0699999999999999,83.92,229.5568268779009
12,0.27,131.98,232.8520713378151
12,0.47,15.92,236.14731579772928
12,0.31,52.29,233.51112022979794
12,0.04,91.99,229.0625402089138
2,0.3125,20.8,222.1756288906497
1,0.375,23.68,222.06772459488317
1,-0.54,452.45,206.9919811907758
1,-0.2333333333333333,62.982,212.04468936264422
1,-0.7999999999999999,1188.0,202.70816339288737
1,0.0499999999999999,89.584,216.71295234752264
10,0.2799999999999999,93.06,230.74149718183136
10,0.075,302.376,227.36387161041932
12,0.325,5.584,233.7582635642915
12,0.3625,22.704,234.3761219005254
12,-0.7,19.776,216.8701357072313
12,0.2625,72.704,232.7284996705683
12,-0.8,479.988,215.22251347727422
12,0.1,27.168,230.05111354688805
8,0.4399999999999999,2.2,231.1023563707833
8,0.2199999999999999,622.45,227.4775874648777
8,0.01,21.98,224.0175807819678
2,-0.175,161.568,214.14347051960888
2,0.1125,389.696,218.88038443073552
9,-0.6666666666666667,18.648,214.00633854874786
4,-0.4363636363636363,233.86,212.11252152483684
4,-0.3999999999999999,620.6145,212.71165688118487
4,-0.6666666666666666,5.328,208.31799760129928
4,0.0,258.072,219.30214580101324
4,-0.0125,617.976,219.0961930222686
11,0.4499999999999999,10.56,234.68012316224815
6,0.3625,25.92,227.55011276358712
6,-0.85,419.68,207.5726932253574
6,-0.4,11.688,214.9869932601643
6,0.35,31.984,227.3441599848425
6,-0.68,177.225,210.37365101628444
6,-0.7000000000000001,4.044,210.04412657029303
6,0.1624999999999999,7.408,224.25486830367294
6,0.29,2001.86,226.35558664686823
6,0.25,166.72,225.69653775488538
6,0.5,47.88,229.81559332977812
6,0.33,1503.25,227.01463553885105
6,0.4799999999999999,25.92,229.4860688837867
12,0.0875,321.568,229.8451607681434
9,0.47,7.61,232.73431122926013
9,0.19,3347.37,228.12096898538027
12,0.28,80.58,233.0168335608108
12,0.45,361.92,235.81779135173787
11,-0.7000000000000001,12.132,215.73246751774158
11,-0.2375,82.368,223.35272033129314
11,0.0749999999999999,53.92,228.50153979990904
11,0.0875,647.904,228.7074925786537
12,0.3399999999999999,20.37,234.00540689878505
12,0.0299999999999999,221.55,228.89777798591808
12,0.35,17.52,234.17016912178076
6,-2.75,1.624,176.26787085617264
9,-0.1666666666666666,3059.982,222.24444969853332
9,-0.0999999999999999,2519.958,223.3428645185047
6,0.0875,328.224,223.01915163120512
11,0.4399999999999999,79.9,234.51536093925245
6,0.3375,14.016,227.13820720609783
1,0.04,7.56,216.54819012452694
12,-0.2,37.208,225.10824685701675
12,0.375,57.576,234.58207467927005
12,0.29,725.84,233.1815957838065
7,0.44,209.93,229.96468818129358
7,0.4399999999999999,5.28,229.96468818129358
7,0.375,10.92,228.89373373182147
9,0.4599999999999999,8.82,232.56954900626442
9,0.2599999999999999,5.98,229.27430454635024
10,0.35,11.648,231.89483274280133
10,0.325,18.176,231.48292718531206
10,0.0999999999999999,59.712,227.77577716790861
10,0.35,24.84,231.89483274280133
9,-1.65,2.08,197.8047199541698
9,0.3374999999999999,1114.4,230.55121177456698
11,0.05,1038.84,228.08963424241978
9,0.3375,141.76,230.55121177456698
9,0.1999999999999999,239.8,228.28573120837598
9,0.35,31.104,230.7571645533116
12,-0.6666666666666667,254.058,217.419343117217
12,0.125,194.528,230.4630191043773
12,-0.2125,961.48,224.90229407827212
11,0.35,19.096,233.03250093229104
11,0.3375,18.496,232.8265481535464
11,0.2125,255.984,230.76702036610004
11,-0.56,86.97,218.0391386396815
12,0.2625,300.416,232.7284996705683
12,0.0875,230.352,229.8451607681434
12,-0.1124999999999999,218.352,226.54991630822923
12,-0.8,78.6,215.22251347727422
12,0.3375,27.552,233.96421634303613
10,0.48,32.4,234.03674164174555
10,0.01,1082.48,226.29291716094724
10,0.48,56.91,234.03674164174555
10,0.49,77.6,234.20150386474126
10,0.4600000000000001,14.28,233.70721719575414
11,-0.6,219.075,217.3800897476987
5,0.48,26.8,228.34840069429697
12,0.29,9.84,233.1815957838065
6,0.46,45.48,229.15654443779528
6,0.29,289.2,226.35558664686823
4,0.41,4.89,226.05739694383732
9,0.2375,15.136,228.9035895446099
9,0.1125,466.768,226.84406175716353
9,0.1125,15.232,226.84406175716353
9,0.325,6.264,230.34525899582235
9,0.43,87.54,232.0752623372773
8,0.125,178.384,225.91234634641845
8,0.35,15.552,229.6194963638219
12,0.0875,99.136,229.8451607681434
11,0.1777777777777777,135.882,230.1949293140316
11,0.5,3991.98,235.50393427722668
11,0.29,275.94,232.0439275943168
11,0.36,360.0,233.19726315528675
11,0.3,43.57,232.20868981731252
9,0.5,7.16,233.22859789824724
4,0.325,251.52,224.65691804837377
4,0.35,99.99,225.06882360586306
11,0.0625,15.992,228.2955870211644
8,-0.2333333333333333,290.898,220.0083666890722
8,0.0625,54.224,224.88258245269526
8,-0.3285714285714285,786.744,218.43920266054164
8,0.3375,100.24,229.41354358507726
8,-0.7333333333333333,37.764,211.77025553928675
4,-0.25,82.8,215.1830902261205
4,-0.6666666666666667,20.724,208.31799760129928
4,-0.7000000000000001,4.896,207.7687901913136
9,0.3374999999999999,4.752,230.55121177456698
9,0.35,959.984,230.7571645533116
9,0.3125,14.368,230.13930621707772
7,0.3625,7.712,228.68778095307684
7,-0.025,698.352,222.3032448119931
6,0.47,4.96,229.32130666079098
4,0.0625,17.856,220.33190969473642
4,-0.7999999999999999,509.97,206.1211679613565
4,0.325,30.992,224.65691804837377
4,0.1166666666666666,71.928,221.22437173596316
12,-0.025,88.8,227.99158575944168
6,0.1,47.976,223.22510440994975
7,0.41,7.56,229.47040151230644
7,0.47,24.56,230.4589748502807
7,0.3199999999999999,12.96,227.98754150534506
9,0.34,6.79,230.5924023303159
9,0.47,24.56,232.73431122926013
9,0.35,3.048,230.7571645533116
9,0.47,49.12,232.73431122926013
9,0.325,4355.168,230.34525899582235
4,-0.0124999999999999,388.704,219.0961930222686
4,0.46,8.26,226.88120805881584
4,0.41,17.04,226.05739694383732
4,0.46,34.4,226.88120805881584
4,0.3124999999999999,36.24,224.45096526962914
3,0.26,647.84,222.44829540941197
3,0.48,20.7,226.07306431531757
9,0.48,20.7,232.89907345225583
9,0.1777777777777777,488.646,227.91959293505218
9,0.26,5.56,229.27430454635024
9,0.44,47.12,232.240024560273
9,0.04,211.96,225.64953564044464
10,0.45,23.2,233.54245497275843
10,0.02,7.36,226.45767938394295
10,0.2799999999999999,104.79,230.74149718183136
10,0.2599999999999999,1043.92,230.41197273583995
5,0.3625,25.92,226.4124445740974
5,0.0875,53.424,221.8814834417154
7,-0.7,8.16,211.18179475978275
7,0.175,1023.936,225.59848927190728
7,0.1,9.24,224.36277259943947
7,-0.0625,479.04,221.6853864757592
9,0.3125,99.136,230.13930621707772
8,-0.2,1488.424,220.55757409905792
4,-2.35,8.652,180.58302339702158
4,0.1124999999999999,23.832,221.15572080971495
4,-1.55,12.176,193.76400123667833
10,0.5,50.96,234.36626608773696
10,0.35,49.536,231.89483274280133
6,0.21,41.9,225.03748886290256
11,-0.4181818181818182,375.4575,220.37576652943886
11,-0.0125,83.976,227.0598703486966
12,-0.7,482.34,216.8701357072313
12,0.2625,2.96,232.7284996705683
11,0.1625,2.624,229.94320925112152
12,0.3375,23.36,233.96421634303613
12,0.34,39.98,234.00540689878505
9,0.1125,246.384,226.84406175716353
9,0.3899999999999999,1799.97,231.41621344529446
6,-1.65,12.462,194.39171538570065
6,0.3374999999999999,75.792,227.13820720609783
10,0.19,49.96,229.25863717487
10,0.4799999999999999,12.96,234.03674164174555
10,0.3,70.12,231.0710216278228
9,0.1,35.952,226.6381089784189
9,-0.1323529411764706,2396.2656,222.80981026763624
9,-0.25,131.136,220.87143117356908
9,0.0124999999999999,57.584,225.19643952720645
12,0.3625,9.568,234.3761219005254
4,0.25,39.072,223.42120137590595
12,0.27,35.91,232.8520713378151
12,0.21,179.95,231.86349799984083
12,0.3625,1199.976,234.3761219005254
12,0.49,27.15,236.4768402437207
12,-0.1124999999999999,1004.024,226.54991630822923
12,0.48,9.68,236.31207802072498
12,0.48,28.35,236.31207802072498
12,0.49,55.98,236.4768402437207
12,0.0235294117647058,1336.829,228.7911671357444
12,-0.1625,113.568,225.72610519325067
11,0.47,139.86,235.00964760823956
11,0.0875,307.136,228.7074925786537
6,0.2699999999999999,95.92,226.0260622008768
4,0.1,383.8,220.94976803097032
11,0.4899999999999999,5.78,235.33917205423097
3,0.29,9.32,222.94258207839908
3,0.4599999999999999,15.25,225.74353986932613
6,0.2875,196.752,226.3143960911193
10,0.26,56.56,230.41197273583995
10,0.26,32.7,230.41197273583995
8,0.26,866.4,228.13663635686052
11,0.39,28.4,233.6915498242739
11,0.48,287.92,235.17440983123527
9,0.43,69.99,232.0752623372773
10,0.075,6.672,227.36387161041932
4,-0.7666666666666666,189.588,206.6703753713422
4,0.1874999999999999,408.744,222.39143748218277
4,0.1875,291.96,222.39143748218277
4,-0.1625,4.768,216.62475967733295
6,0.29,714.3,226.35558664686823
12,-0.7666666666666666,4.812,215.7717208872599
12,-0.075,247.8,227.16777464446312
6,0.0428571428571428,1007.979,222.2836059928314
6,0.3625,313.488,227.55011276358712
9,0.3625,31.872,230.96311733205627
1,0.0111111111111111,207.846,216.07221036920598
9,0.3,12.22,229.93335343833309
9,0.12,194.94,226.9676334244103
9,0.29,70.95,229.76859121533738
9,0.4599999999999999,91.36,232.56954900626442
9,0.12,242.94,226.9676334244103
9,0.48,22.05,232.89907345225583
3,0.47,2.91,225.90830209232183
4,0.2599999999999999,59.52,223.58596359890166
4,0.06,161.94,220.2907191389875
4,0.27,263.88,223.7507258218974
4,0.26,30.48,223.58596359890169
4,0.29,9.84,224.0802502678888
4,0.26,35.12,223.58596359890169
10,-0.2666666666666666,284.364,221.73449565806595
10,0.1,665.408,227.77577716790861
12,0.3899999999999999,63.88,234.8292180137636
2,-0.1875,129.568,213.93751774086425
9,-0.1285714285714285,747.558,222.87211530994554
9,0.3749999999999999,8.928,231.1690701108009
12,0.35,103.92,234.17016912178076
12,0.42,899.91,235.32350468275072
12,0.3625,51.312,234.3761219005254
4,0.3,23.56,224.2450124908845
4,-0.6399999999999999,1272.63,208.75736352928786
4,-0.7333333333333333,28.485,207.2195827813279
4,-0.1875,185.376,216.21285411984368
4,0.075,78.272,220.53786247348106
1,-1.225,254.744,195.7057689155697
3,-0.1764705882352941,205.3328,215.25690897042276
12,-1.65,4.788,201.21772452263895
12,0.48,55.48,236.31207802072498
11,0.0099999999999999,340.92,227.43058535043693
11,0.0470588235294117,222.666,228.0411747650681
11,0.125,703.968,229.3253509148876
11,0.27,92.52,231.71440314832537
11,0.46,62.65,234.84488538524386
11,0.48,94.85,235.17440983123527
7,0.075,95.76,223.9508670419502
10,0.4799999999999999,40.2,234.03674164174555
6,0.45,14.7,228.99178221479957
6,0.12,704.25,223.55462885594116
10,0.21,9.09,229.5881616208614
7,0.28,5.96,227.32849261336224
7,0.36,159.98,228.6465903973279
6,0.5,29.6,229.81559332977812
6,-0.0588235294117647,514.165,220.6082926329591
6,0.0625,279.96,222.60724607371583
10,0.125,2735.952,228.18768272539788
6,0.075,7.992,222.8131988524605
6,0.1624999999999999,63.984,224.25486830367294
6,0.0875,70.368,223.01915163120512
9,0.02,449.15,225.32001119445323
9,0.46,11.07,232.56954900626442
5,0.1399999999999999,93.98,222.74648511244288
3,-0.5,189.882,209.92636646173807
12,0.49,105.42,236.4768402437207
7,0.3374999999999999,119.616,228.27587539558755
7,0.32,255.76,227.98754150534506
7,0.075,241.568,223.9508670419502
7,0.33,69.3,228.15230372834077
5,-0.6666666666666666,22.62,209.455665790789
5,-0.8,14.952,207.2588361508462
5,0.0625,801.568,221.46957788422614
5,-0.8,2.376,207.2588361508462
5,0.3625,32.792,226.4124445740974
11,0.3375,15.92,232.8265481535464
3,0.2699999999999999,2.74,222.61305763240767
3,0.26,8.34,222.44829540941197
3,0.25,46.74,222.28353318641624
3,0.5,6354.95,226.40258876130898
11,0.32,126.3,232.53821426330393
11,0.32,38.04,232.53821426330393
10,0.0999999999999999,7.152,227.77577716790861
12,0.27,6.63,232.8520713378151
12,0.29,5.88,233.1815957838065
1,0.4600000000000001,2999.95,223.4682034903467
1,0.27,51.45,220.33772125342824
1,0.4499999999999999,11.96,223.303441267351
1,0.05,1126.02,216.71295234752264
3,0.2875,18.392,222.90139152265016
3,-0.1999999999999999,129.568,214.86923315160934
3,-1.5,14.112,193.45014416216713
1,0.1,210.98,217.53676346250117
5,-0.225,55.176,216.73266397309948
5,0.41,66.26,227.19506513332703
12,0.47,22.2,236.14731579772928
10,0.0625,683.952,227.1579188316747
10,0.1125,45.696,227.98172994665325
9,-0.2,36.336,221.69524228854763
9,-0.2249999999999999,666.248,221.28333673105834
9,0.375,52.512,231.1690701108009
11,0.0625,190.72,228.2955870211644
9,0.0499999999999999,47.94,225.81429786344034
5,0.28,979.95,225.0531562343828
5,0.5,22.75,228.6779251402884
7,0.0875,16.768,224.15681982069484
9,-1.6,42.616,198.62853106914832
12,0.3124999999999999,10.752,233.55231078554687
12,0.2699999999999999,152.94,232.8520713378151
12,0.25,283.92,232.52254689182368
2,0.44,468.9,224.276347233845
7,0.1,380.864,224.36277259943947
12,-0.225,646.776,224.6963412995275
5,0.125,58.112,222.4993417779493
5,0.0625,100.792,221.46957788422614
5,-1.275,66.112,199.43263055855004
11,0.3375,41.28,232.8265481535464
11,0.48,13.36,235.17440983123527
11,0.0625,250.272,228.2955870211644
11,-1.4999999999999998,11.364,202.55148967808486
11,-0.1999999999999999,8.72,223.97057866752704
4,0.0,1121.568,219.30214580101324
9,0.175,34.504,227.87382565088672
11,0.2375,10.824,231.17892592358933
6,0.24,1295.78,225.53177553188968
3,0.175,19.456,221.04781651394842
6,0.48,20.7,229.4860688837867
6,-0.1625,1335.68,218.90009605631238
6,0.48,32.4,229.4860688837867
11,0.39,42.6,233.6915498242739
11,0.325,84.056,232.62059537480178
9,0.1,13.0,226.6381089784189
9,0.2875,13.128,229.72740065958845
12,0.0,3.96,228.40349131693094
12,0.4599999999999999,2.61,235.98255357473357
12,0.125,374.376,230.4630191043773
10,0.49,91.84,234.20150386474126
10,0.3375,81.088,231.6888799640567
10,0.48,19.44,234.03674164174555
10,0.0,451.152,226.1281549379515
12,0.48,72.45,236.31207802072498
12,0.4599999999999999,13.96,235.98255357473357
12,0.3374999999999999,33.264,233.96421634303613
12,0.27,14.85,232.8520713378151
11,0.27,8.82,231.71440314832537
9,0.4899999999999999,160.72,233.06383567525154
9,0.4899999999999999,19.92,233.06383567525154
9,0.3,7.3,229.93335343833309
7,0.125,69.712,224.77467815692873
7,-0.65,8.792,212.00560587476127
9,0.03,51.52,225.48477341744893
12,0.1125,470.376,230.25706632563268
12,0.0875,105.584,229.8451607681434
12,0.1124999999999999,31.152,230.25706632563268
12,-0.7,6.783,216.8701357072313
12,0.075,406.368,229.63920798939876
7,0.07,70.98,223.86848593045235
7,0.49,294.93,230.7884992962721
3,-0.2374999999999999,84.784,214.2513748153754
3,0.35,20.736,223.93115541637334
3,-0.7666666666666666,16.821,205.5327071818525
3,0.35,10.368,223.93115541637334
1,0.125,9.344,217.94866901999046
1,0.3125,31.2,221.03796070116
8,0.29,76.12,228.63092302584766
8,0.3625,1199.976,229.82544914256655
8,0.125,445.96,225.91234634641845
8,0.28,327.76,228.46616080285196
7,0.0875,11.632,224.15681982069484
7,-0.1999999999999999,143.982,219.4199059095682
7,-0.2333333333333333,494.376,218.8706984995825
7,0.125,5.84,224.77467815692873
3,0.125,142.776,220.2240053989699
3,0.1125,45.696,220.01805262022523
3,-0.7666666666666667,7.218,205.5327071818525
3,-0.7333333333333333,43.188,206.08191459183817
3,0.3625,131.904,224.13710819511797
5,-0.7999999999999999,3.282,207.2588361508462
5,0.1125,21.168,222.29338899920467
5,-0.1833333333333333,55.188,217.4191732355816
4,0.1125,369.576,221.15572080971495
4,0.3625,15.712,225.2747763846077
9,0.3125,8.448,230.13930621707772
9,-0.2166666666666666,728.946,221.42063858355476
11,0.1333333333333333,119.94,229.46265276738401
11,-0.7666666666666667,3.648,214.6340526977702
8,0.39,40.48,230.27854525580474
8,0.31,9.94,228.96044747183907
8,0.3125,107.424,229.001638027588
8,0.29,37.91,228.63092302584766
8,0.31,88.02,228.96044747183907
12,-1.7,8.69,200.3939134076604
11,0.29,301.96,232.0439275943168
11,0.3222222222222222,555.21,232.5748280906363
11,0.25,523.48,231.38487870233396
11,0.29,161.82,232.0439275943168
9,0.34,35.56,230.5924023303159
5,0.29,97.16,225.21791845737852
12,0.3375,15.24,233.96421634303613
12,0.4599999999999999,13.23,235.98255357473357
12,-0.2125,243.384,224.90229407827212
12,0.25,119.8,232.52254689182368
12,0.1,300.768,230.05111354688805
9,0.1375,17.88,227.2559673146528
9,0.3625,235.944,230.96311733205627
10,0.11,392.94,227.94053939090432
8,-0.7333333333333333,18.882,211.77025553928675
8,0.0999999999999999,122.328,225.50044078892918
5,0.2599999999999999,1049.2,224.72363178839137
5,0.325,15.424,225.79458623786348
12,0.32,18.84,233.67588245279364
7,0.26,330.4,226.9989681673708
7,0.48,26.25,230.6237370732764
6,0.41,132.52,228.33273332281675
7,0.4899999999999999,6.48,230.7884992962721
12,0.27,209.3,232.8520713378151
4,0.3125,31.56,224.45096526962914
4,0.1,30.144,220.94976803097032
12,0.41,14.8,235.15874245975502
12,0.075,302.376,229.63920798939876
12,0.1,316.0,230.05111354688805
10,0.4700000000000001,379.4,233.87197941874985
6,0.47,97.82,229.32130666079098
6,0.0999999999999999,103.12,223.22510440994975
8,0.075,113.552,225.08853523143992
8,-0.7999999999999999,3.318,210.67184071931536
8,0.3374999999999999,134.288,229.41354358507726
9,-0.0714285714285714,701.372,223.81361372706388
9,-1.5000000000000002,2.308,200.27615329910543
8,0.125,999.432,225.91234634641845
8,-0.1874999999999999,724.08,220.76352687780255
8,-0.1285714285714285,918.785,221.73444712045583
8,-1.5499999999999998,2.724,198.3146739946372
3,0.04,459.95,218.82352650350634
11,0.49,10.74,235.33917205423097
6,0.0875,23.76,223.01915163120512
6,0.3374999999999999,85.056,227.13820720609783
6,0.075,381.576,222.8131988524605
12,0.2875,30.36,233.14040522805757
6,-0.6,23.976,211.6917488002501
6,-0.66,108.925,210.70317546227585
6,0.3125,36.352,226.72630164860857
6,0.0875,19.56,223.01915163120512
12,0.27,61.44,232.8520713378151
12,0.45,38.9,235.81779135173787
12,0.41,99.39,235.15874245975502
3,-2.75,2.688,172.8548662877035
3,0.1625,27.816,220.8418637352038
3,-0.5,82.524,209.92636646173807
3,-1.7500000000000002,182.994,189.33108858727442
11,0.3249999999999999,14.352,232.62059537480178
11,0.04,64.96,227.92487201942407
11,0.27,68.6,231.71440314832537
11,-0.48,7999.98,219.35723642364718
11,0.0875,167.44,228.7074925786537
7,0.3399999999999999,479.97,228.31706595133647
7,0.47,14.62,230.4589748502807
7,0.48,19.44,230.6237370732764
12,0.0249999999999999,191.984,228.81539687442023
6,0.14,104.01,223.8841533019326
6,0.26,284.82,225.8612999778811
6,0.2799999999999999,36.84,226.19082442387253
3,0.15,166.24,220.63591095645916
3,0.48,33.4,226.07306431531757
5,0.0875,198.272,221.8814834417154
5,0.375,47.36,226.61839735284204
5,0.3125,200.984,225.58863345911885
5,0.325,97.696,225.79458623786348
5,0.3,2.696,225.38268068037422
5,-0.7333333333333333,18.588,208.3572509708176
5,-0.7000000000000001,4.896,208.90645838080331
9,0.275,15.072,229.5214478808438
11,0.17,209.88,230.0667809183683
4,-0.0375,369.912,218.68428746477932
9,0.35,10.368,230.7571645533116
